team_logo,team_name,username,yyb_wins,yyb_draws,yyb_high_score,slsl_wins,slsl_high_score,msn_plays,msn_high_score,sosd_plays,sosd_high_score,total_score,rank,last_updated
https://imagizer.imageshack.com/img924/8383/k73tN2.png,Lost Roorawkuudor Mountain,superkathiee,4,0,19,4,900,10,5556,30,1169,216,Level 1,"7/31/2024, 10:24:55 AM"
https://imagizer.imageshack.com/img922/6522/hoKvtN.png,Krelutarqua daMerivale,nostalgia,12,0,126,0,0,0,0,86,1161,426,Level 3,"7/31/2024, 10:24:50 AM"
https://imagizer.imageshack.com/img924/456/f7NYld.png,Haunted Darfennia Virtumyst,goosesticks,0,0,0,0,0,0,0,11,841,33,Beginner,"7/31/2024, 10:25:03 AM"
https://imagizer.imageshack.com/img924/8383/k73tN2.png,Lost Roorawkuudor Mountain,hilary_duff_fan_16,3,0,18,0,0,25,2,301,105,1020,Level 6,"7/31/2024, 10:21:10 AM"
https://imagizer.imageshack.com/img922/6522/hoKvtN.png,Krelutarqua daMerivale,hunni_bun_137,0,0,0,0,0,0,0,0,0,0,Beginner,"7/31/2024, 8:49:26 AM"
https://imagizer.imageshack.com/img924/8383/k73tN2.png,Lost Roorawkuudor Mountain,honorrolle,0,0,0,0,0,0,0,0,0,0,Beginner,"7/31/2024, 8:57:55 AM"
