team_logo,team_name,username,yyb_wins,yyb_draws,yyb_high_score,slsl_wins,slsl_high_score,msn_plays,msn_high_score,sosd_plays,sosd_high_score,total_score,rank,last_updated
https://imagizer.imageshack.com/img922/6522/hoKvtN.png,Krelutarqua daMerivale,nostalgia,174,0,2016,12,1346,1452,8021,1452,1184,11268,All-Star,"8/6/2024, 9:55:13 PM"
https://imagizer.imageshack.com/img924/456/f7NYld.png,Haunted Darfennia Virtumyst,classicmess,177,0,1540,10,306,301,7468,1444,1179,7813,All-Star,"8/6/2024, 9:55:19 PM"
https://imagizer.imageshack.com/img922/6522/hoKvtN.png,Krelutarqua daMerivale,zilaena,116,0,1044,208,529,43,4083,1028,1126,6917,All-Star,"8/6/2024, 9:55:22 PM"
https://imagizer.imageshack.com/img924/8383/k73tN2.png,Lost Roorawkuudor Mountain,superkathiee,145,0,1154,71,1367,395,6428,1068,1188,7129,All-Star,"8/6/2024, 9:55:24 PM"
https://imagizer.imageshack.com/img922/6522/hoKvtN.png,Krelutarqua daMerivale,orlytheowl,117,0,976,44,741,4,5664,1360,1182,6170,All-Star,"8/6/2024, 9:55:32 PM"
https://imagizer.imageshack.com/img924/456/f7NYld.png,Haunted Darfennia Virtumyst,ckgknyangel,67,0,562,10,700,545,6845,1311,1186,6606,All-Star,"8/6/2024, 9:55:37 PM"
https://imagizer.imageshack.com/img924/8383/k73tN2.png,Lost Roorawkuudor Mountain,lennekegirl123,5,0,39,35,722,355,6401,1485,1192,5940,All-Star,"8/6/2024, 9:55:41 PM"
https://imagizer.imageshack.com/img924/456/f7NYld.png,Haunted Darfennia Virtumyst,justiquen,80,0,817,18,824,150,6695,1206,1189,5368,All-Star,"8/6/2024, 9:55:44 PM"
https://imagizer.imageshack.com/img922/6522/hoKvtN.png,Krelutarqua daMerivale,catchinglights,72,1,692,24,345,83,5258,1452,1180,5853,All-Star,"8/6/2024, 9:55:49 PM"
https://imagizer.imageshack.com/img922/6522/hoKvtN.png,Krelutarqua daMerivale,aangchan,174,0,840,35,1240,515,8565,425,1183,5606,All-Star,"8/6/2024, 9:55:51 PM"
https://imagizer.imageshack.com/img922/6522/hoKvtN.png,Krelutarqua daMerivale,scizor07,62,0,437,10,416,0,0,1459,1185,5345,All-Star,"8/6/2024, 9:56:04 PM"
https://imagizer.imageshack.com/img922/6522/hoKvtN.png,Krelutarqua daMerivale,eleganza_lights,160,0,1505,1,324,1,4082,733,1187,4452,Level 18,"8/6/2024, 9:56:07 PM"
https://imagizer.imageshack.com/img922/6522/hoKvtN.png,Krelutarqua daMerivale,juliadoglover11405,3,1,16,1,31,81,4136,1452,140,4651,Level 18,"8/6/2024, 9:56:11 PM"
https://imagizer.imageshack.com/img924/8383/k73tN2.png,Lost Roorawkuudor Mountain,cyancias,75,0,633,75,1111,200,6586,492,1165,3876,Level 16,"8/6/2024, 9:56:14 PM"
https://imagizer.imageshack.com/img922/6522/hoKvtN.png,Krelutarqua daMerivale,nurnurnur199,0,0,0,0,0,0,0,956,1176,2868,Level 14,"8/6/2024, 9:56:18 PM"
https://imagizer.imageshack.com/img924/456/f7NYld.png,Haunted Darfennia Virtumyst,kio______lake,75,0,667,15,322,5,4591,450,1183,2565,Level 13,"8/6/2024, 9:56:20 PM"
https://imagizer.imageshack.com/img924/8383/k73tN2.png,Lost Roorawkuudor Mountain,mbug1991,55,0,275,15,840,150,5464,500,1174,2870,Level 14,"8/6/2024, 9:56:24 PM"
